Input,label
"Matnli emas. Droidda matn yozib bo'lmadi va pulli ilovadagi barcha yuzlarni ochib bo'lmadi. Qachon ishlaydi, lekin ko'pincha ishlamaydi.",0
"Ajablanarlisi Bir soniya uchun chiqib ketganingizda bezovtalanib, yana qaytadan boshlashingiz kerak",1
"Galaxy Tab Pro 12.2 ga mos kelmaydi. Iltimos, bu asapni tuzating. Va qo'llab-quvvatlash elektron pochtasi ishlamayapti, u menga elektron pochta serverida javob yo'qligini aytadi, biz sargmaymiz",0
Qurol-yarog 'stickman Ushbu telefonda nima yomon,1
Bubbles Uxlashdan oldin bir necha daqiqalar o'ynashni yaxshi o'tkazish usuli .. meni uyquga majbur qiladi ... juda kulgili,1
Dahshatli Men o'ynagan dahshatli o'yin va odamlarni qanday qilib o'ldirishni o'rgatadi,0
"Juda arzon Qolgan g'alabalar bilan juda saxiy bo'lgan o'yin bugungi kunda g'alaba qozonadi, juda oz va juda ko'p va juda kam. Siz juda tez pul yo'qotasiz.",0
"Men uni sevaman, men tabletkaga ega bo'laman",1
O'zbekistondagi eng yaxshi loyiha,1
"Yaxshi o'yin, eski retro, o'z-o'zini anglaydigan rpg",1
Sizning yaqinlaringizning telefoniga pulingizni qo'yish ajoyib dastur! Rahmat! Juda mamnunman!,1
Ushbu ilovani yaxshi ko'raman va uchrashuvlarda daqiqalar olish uchun foydalanaman. U juda qulay keladi va vazifani biroz qisqartiradi,1
Deyarli barcha ilovalarda reklamalarning borligi yaxshi emas,0
Men bu ilovani har doim yaxshi ko'raman. Har 4 telefonni tavsiya eting.,1
Gap yo'q  lekin ajoyib,1
Mindni urish Siz hech qachon to'g'ri javob uchun charchagan fikrlarni hech qachon olmayman. O'yin o'ynash uchun kulgili. Kudos.,1
Car Logo Quiz Juda qiziqarli o'yin,0
Ushbu ajoyib o'yin ajoyib. Bu beshta yulduzga to'g'ri va samarali tarzda ishlaydi.,1
Qanchadan-qancha,1
ijtimoiy tarmoqlardagi ba'zi bir ilovalarni yuklab olganda o'z vazifasini bajarmaydi,0
Yaxshi,1
"Bilmadim . . KO'RSATGAN bo'lsa, ko'proq kishi kerak",0
"Hech qanday ma'noga ega emas. Konsol versiyasida siz jonli va boshidanoq davom etadigan, lekin mobil versiyada emas, bir ppvni tomosha qilishni tanlashingiz mumkin. Menga bu noto'g'ri ilovani o'chirib tashlashning yana bir sababi bor edi",0
Juda yaxshi. Juda yaxshi. Yaxshi,1
Mp3 larini aniqroq va tartibli joylashtirilar duolarni topaolmadim,1
"Ajablanarlisi Faqatgina undan uzoqroq bo'lishini xohlar edingiz, ammo 2-chi o'yinni yomon deb e'lon qilsangiz, uni yomon sotib olasiz. Faqatgina 56 ta bo'limni qo'shib qo'ying.",1
"Albatta, yaxshi Mening 3 yoshli va mening 4 yoshli har ikkala qiziqarli harflar raqamlari va ranglar bor",1
Mr Super dupa,1
"Vaqtni yo'qotish bu ko'pincha ishlamaydi va vaqti noto'g'riliganda, shuning uchun agar men uchun vaqtingizni sarf qilmasangiz, stantsiyalarga boring va u yerdan yaxshiroq so'rang",0
"yangi bbm ochib bera olmaydi, mening oxirgi bbm xatolik bo'ldi, do'stimdan msg ocholmadim.and keyin bbm n-ni qayta yukladim.and endi endi ocholmayapman ... telefonim aqldan yoki bbm aqldan ozgan .....",0
Yomon .. mp yomon o'yinni yo'qotmang,0
"Looney Tunes ajoyib o'yin hech qanday muammoga duch keldi va ba'zida xafa bo'lishga olib kelishi mumkin, lekin ko'proq o'yin o'ynashni xohlaydi. Ajoyib ish.",1
"Uni yomon ko'rganimdan nafratlanaman, shuning uchun uni zeriktiraman. Ushbu o'yinda men har kuni yoki kunduzda shu qadar zerikaman.",0
Juda yaxshi dastur va qulay,1
"ikki marta tiklash kerak edi, bu juda ko'p ma'lumotlar ishlatilmadi, lekin ikki yulduzda qoladi, agar qimmatbaho parvozlar 20 gigg ma'lumotim bo'lsa, lekin har bir kishi 1.05 gig xatolarga ega bo'lmaydi",0
"ilovadan foydalangandan,foydalanmagan yaxshiroq",0
"Uni nafratlanmasdan, faqat x emas, balki x va Android ushbu o'yinni yutganini ko'rsatadi. Uni tezda o'chirib tashladim.",0
Qo'rqinchli odamlardan ba'zilari mening ichimdan kulishni kulib yubordi.,1
Yaxwi,1
bundan rasm yuborilganda rasm ketmasligi yomon,0
"Do'stlar bilan etakchi kengashda raqobat qilish uchun Facebook bilan kirishga nima qobiliyat bor? Endi men sizning darajangizni tanlashimga yo'l qo'ymayman. Iltimos, uni qaytarib oling",0
rahmat,1
"Kulgili emasman, ushbu ilovani Galaxy Note 2-da ocholmayman. ""Bu qurilma ushbu o'yinni o'ynashga ruxsat etilmaydi"" deb ogohlantiradi. Men pulni qaytarishni xohlayman.",0
"Spyware jiddiy 1.23MB Faqat bir chiroq uchun ty odamlarni bilmasdan Spyware o'rnatish uchun ty. Google bu haqiqatni bilib olasiz, shuning uchun ular FTC bilan da'vo qilishdi.",0
IlovagA GAP Yo'Q. KELAJAKDAGI ISHLARINGIZGA OMAD YOR Bo'LSIN,1
"Musiqani ijro etishda hech qanday ilova yo'q, men ilovani sotib oldim, ammo farq yo'q, men hali ham reklamalarni ochib beraman. Men yana bir marta ko'rib chiqishga oid bir yangilikni qo'zg'atganingizni o'qidim, ammo bu hech qanday ta'sirga ega emas. HTC One m8 android 5.0 dan foydalanayapman",0
Yangilash eng yomoni. Yangilanganidan keyin u juda yomon ishlaydi va istalmagan tortishishlarni amalga oshiradi. Eng yomon yangilanish.,0
"Yaxshiyamki, men bu o'yinni yoqtirardim, shuning uchun narsalarni ochish uchun bordim, uni qulfni ochish uchun pul to'lamayman ... Yo'q,",0
Juda noqulay ilova ekan,0
"Avtotransportga yuklab olish uchun foydalanib bo'lmadi, chunki u oflayn rejimlarga ega. Kirish ekranidan samolyot rejimida ochilmaydi. galaktika S5.",0
10 yoshdagilar uchun ham men 10 yoshdaman va 7 kundan buyon doktor Panda o'ynashni boshladim. Bolalar uchun ulkan va ajoyib bo'lishish uchun ... Men aniq tasavvur qilaman,1
Beau richerd dobbs.,1
Foydalanuvchi bilan yoqimli,1
Akmal aka bu o'yinni qaysi dasturlash muhitida va qaysi dasturlash tilida yozgansiz ..men C++ ni yaxshi bilaman,1
Crap uni tushirmaydi,0
"Katta App ajoyib Yordam Agar yaxshi WiFi router bo'lsa, u holda chromecast ajoyib. Chromecast bilan mos bo'lgan Wi-Fi routerini sotib olish arzon bo'lgani uchun aksariyat odamlar bu ilovani yomon deb baholaydilar",1
Server tamonda juda ko'p kamchiliklar bore ekan,0
Sevgi uni juda yoqimli,1
Gap yo'q.,1
" Ushbu ilovadan saqlaning. Ko'proq kirish uchun kerak bo'lgan narsa. Va u to'g'ri ishlamaydi. Menimcha, kimdir bu ishni qilishdan ko'ra ma'lumotingizni olishga harakat qilmoqda.",0
Ushbu o'yin men uchun eng sevimlidir. Muntazam shouni yaxshi ko'raman. Men bu o'yinni hech qachon tark etmayman.,1
Ushbu ilovani juda sevaman. Faqatgina BMW diagnozi kodlash vositasi har kimni A ga borishi kerak,1
"Ilova funksiyasi OK, lekin juda kam xizmat. Menga 8 ta qo'ng'iroqni taklif qildim, telefon orqali o'zimdan kechirim so'rash uchun 30 rupiy ... va ha haydovchiga 4 dvigatelni qo'yish va bekor qilgandan keyin taksilar qo'sha olmadi ...",0
Xafa bo'ldim men ishlayotgan buhni o'zgartirmoqchi bo'lgan 2g telefon raqamimni o'zgartira olmayman,0
"Uning shubhali ekanligi, chunki ba'zi savollarga javoblaringiz bir nechta bo'lishi mumkin va uni qanday qilib to'g'ri yoki noto'g'ri qabul qilganingiz haqida tushuntirish mumkin emas",0
Qulay va oson,1
Eng yaxshi sport ilovasi Men kabi sport bilan shug'ullanadigan odam uchun ... u erda bironta ilovadan yaxshiroq narsa kutish mumkin emas.,1
O'yin-kulgi va osongina oson va qiziqarli bo'lganligi sababli men ularni yaxshi ko'raman,1
"Ilovaga reklama qilinmagan pullik versiyam nima, ammo endi ilovani ishga tushirganimda FB'larimni taklif qilishga majbur bo'laman. Do'stlarimni istaganimda taklif qilaman. Men ilovani ochganda har safar so'ramang.",0
"Bish68zs Bu ajoyib o'yin, IM LOVIN IT. Juda kulgili edi.",1
"omg i buyuk o'yin deb o'yladim, uni saqlab qo'yganim yo'q, telefonimni yuklab olish uchun hamma narsani o'chirib qo'ydim, men hech narsa olmadim ... men bundan nafratlandim",0
"Faqat profil Profilni tiklashda muammo yuzaga kelgan bo'lsa-da, u aniqlandi. Katta o'yin, agar men 10 yulduz beradigan bo'lsam",1
"Shunday qilib, o'yinchoqlardan boshqa hech narsa kabi foydasiz bo'lishi kerak. Sharmandalik, bepul ish stoli versiyasi juda yaxshi ishlayotgan paytda pul to'lashga arziydi",0
Ultimate ... Mening bir yoshli bolam bu dasturni sevadi ... U hayvonlarni taniy boshladi va hatto ovozlarini takrorladi ...,1
"Har doim bir tugma bosmoqchi bo'lganimda, u ishlamaydi va tushadi, va bu haqiqat mening asabimga tushadi, shuning uchun kim uni yomon ko'rsa va uni chin ko'ngildan topsa, deb o'ylayman",0
Shunday zo'r,1
Qudratli Siz yangi joylar va ularning faoliyatini ko'rishingiz mumkin. Bu baliq Facebook. Rahmat,1
"Iltimos, ta'mirlash vaqtni ishlamaydi",0
"Bu qiziqarli bo'lardi, lekin menyuda va hamma narsa nexus-7da to'g'ri ko'rsatilmasa, u tezroq o'zgarishi mumkin, garchi u hech qanday o'zgarishga olib kelmaydi. dangasa tuklar.",0
"Nafratlangan Bu o'yin mening uyali telefonimda bo'lganida, uni ochdim va unvonni ko'rmadim, men qovoq boshi bilan dahshatli bir hayol ko'rdim. Iltimos, tuzatib qo'ying. Bu dahshatli edi. HORRIBLE",0
"IM SO SAD Men kostyum teri kristalli zirhli va yana ko'p narsalarni qo'lga kiritish uchun umid qilmoqchi bo'lgan ushbu ilovani yuklab olaman. Lekin men Facebook va Facebook pls yordamiga qayta kirganimni bilishimga qaramay, alloverni ishga tushirmoqchiman",0
Juda yoqib yuboruvchi reklamalar sahifani va o'zgacha fikrlarni qamrab oladi,0
Bu faqat ajoyibdir. Boshingizni chizishingiz uchun juda ko'p harakat qiladi. Bu esa sizni bir joyga yopishganingizda harakat qilishni osonlashtiradi. Men buni yaxshi ko'raman va boshqa versiyalarni ham yuklab olaman,1
"O'yinni o'ynash qiziqarli va men uni urishni boshlashdan oldin uni yoqdi. O'yinni ishlab chiquvchi uni tuzatishni yoki pulimni qaytarishni so'ragan. Men hojatxonaga o'n dollarlik pulni yasab, uni yuvishimga o'xshaydi.",0
"Ajoyib ilova uzoq vaqt davomida kutib turdi, ham oldindan to'lanadigan telefonlarga, ham Koreyada bo'lgan voIPlar uchun oson",1
"Men o'ynagan eng yomon o'yin. Iltimos, uni o'rnatmang. 3-qutida, men buni nazorat qilolmaydigan darajada bor. Nima uchun",0
zo'r Tezlawilar anigroq,1
"Katta emas, men bu ilovani yoqtirmadim, chunki birinchi narsa emas.",0
"Qiziqarli, lekin bitta muammo Birinchi narsa shuki, u faqat ikkita qulflangan narsalarni olishadi, nima uchun u uchun hamma narsani qulflashmaydi, bu ular qiladigan boshqa o'yinlarga ketadi",0
download qilmaydi va pulni qaytarib bermaydi,0
"Qiziqarli edi, lekin bir yildan ziyod o'ynaganimdan keyin ketdi, endi hamma narsa ketdi va o'ynashni boshlashimni so'radi, men hamma narsani yo'qotdim. Mijozlarga xizmat ko'rsatishda omad tilaymiz",0
"VPN orqali VPN sifatiga qaramay, u yaxshi ishlamaydi, ba'zida server juda sekin yuklaydi, lekin hamma narsa yaxshi.",0
Dasturdan foydalanish qulay.,1
Eng yaxshi o'yin Birodarlarim va men Pranani yaxshi ko'raman,1
Uni yaxshi ko'raman,1
"Hali ham hamma vaqt qulflanadi 61915 Qulflar, o'ynaganida qiziqarli.",0
"Men pul qo'yganimdan qanday bezovtalanar ekanman, men munosib yutuqqa erisha olmayman ... odamlar doimo hamma narsani hech narsa bilan chaqirmaydilar, keyin oxirgi kartada g'olib bo'lishadi ... butunlay qattiq axlat",0
Slotstreasure orollari VIP Best pirate slot. Katta rasmlar. Men STILga o'xshayman,1
Ajoyib. Qutisdan tashqarida fikr yuritishni o'z ichiga olgan ajoyib o'yin. Yo'lda bo'lgan odamlar uchun juda yaxshi. yoki osonlik bilan zerikib olishlari va ularni chayqash uchun biror narsaga muhtoj bo'lishlari mumkin. Yuklashga arziydi.,1
"Erim va men qaramchilardik. ajoyib o'yin, hech qanday glitches, ko'pgina kulgili. Faqat muammo - men uni tushira olmayman",1
"Bu qiziqarli o'yin, ko'plab do'stlar bilan uchrashishimiz mumkin, ammo ko'p pul sarflashimiz mumkin. Agar yaqutni sotib olmasang, hamma narsani olmaysan. Ushbu o'yin qanchalik ochko'z bo'lsa, shuncha ko'p vaqt o'tadi",0
"Eng yaxshi Twitter ilovasi BUT .... nimadir bilan mening faoliyatim bo'limi ishlamaydi va uni yomon ko'raman. Muammoni hal qiladigan bo'lsa, men uni 5 yulduzga beraman.",0
Men qaytarib berishni xohlayman. Rahmat.,0
O'tmish bilan osonlik bilan,1
Agar men yulduz yo'q qilsam va ko'rib chiqsam. Ushbu ilova hech qanday qiymatga ega emas.,0
"U yolg'iz va kimdir U, albatta, yolg'iz qolgan va har doim qaerda uni ko'tarish va 2 it",0
Bubble Breaker Juda qo'shadi,1
"Men bu o'yinni juda yaxshi ko'rardim. Lekin Nexus 5 bilan mos kelmaydi 10 Agar siz bozorda eng yaxshi qurilmalar bilan mos kelmasa, siz narsalarni ushlab qolasiz. Ushbu ilova uchun ham PAID. Buni tuzating va men siz uchun ajoyib tanqid yozaman.",0
Ushbu o'yin mening micromax a110 Android mobil telefonida ishlamayapti. Ushbu o'yin mikromax A110 Android mobil telefonida ishlamayapti,0
Yaxshi zo'r,1
"Men va mening freindlarim bir-biriga qo'shilishga qodir emas, dunyo esa bu noto'g'ri ism deb aytmoqda, bu yangi yangilanish endi uni tartibga kelguniga qadar hech qachon qilmadi",0
"Crap Men ushbu ilovani sevardim. Yaxshi ishlaydi. Endi kimni ko'rsam, kimdir meni tashlab ketganini ko'rsam, uning kimligini bilmayman. Iltimos, ta'mirlash va kasallik 5 yulduzni bering",0
"Axlat Internet aloqangizni tekshirib, xatoga yo'l qo'yganligini tekshiradi, internet aloqam yaxshi. Ushbu 3 marta yuklab qo'yganman, lekin bu xatolikni davom ettirmoqda",0
Nima uchun bunday noto'g'ri? Uning shaxsiy qismini ko'rsatdik Biz bolalarmiz Men bolalar o'ynashlari kerak deb o'ylamayman,0
Hech qachon bu kabi foydasiz dasturlardan foydalanmaganman. Bu ko'rgan eng ko'p xatolar bor. Bu yomon dasturdir ...,0
Hech narsa olmaysiz ... Shuning uchun hech narsa qilolmaysiz. Hech narsa topa olmaydi ... shuning uchun har qanday kodni unutishni unutmang,0
"Dunyoni qutqara olmayapman Agar men dunyoni tark etsam, yangitdan 1 daqiqa uchun yaratilgan bo'lsam, bu menga butunlay yangi dunyo ochish imkonini beradi.",0
ajoyib O'g'lim buni taxminan 30 daqiqa o'ynaydi. 1 yoshdan 12 yoshgacha katta. Hayvonlarning deyarli hammasini o'rganib chiqdi. Bu hayratlanarli,1
"Shunday qilib, bu o'yinni yaxshi ko'raman, lekin men so'nggi yangiliklardan beri qora ekranga borib, darhol quladi. Iltimos, tuzatish",0
"Ijtimoiy tarmoqlarda accountimizni o`chirish uchun brauzerlardan foydalanadi, bu ishni bajarishni ilovaning o`zi bajarishi kerak",0
"Barcha ilovalar qo'llab-quvvatlandi REALLY Bu darhol barcha ilovalar zahiralanganligini aytdi, lekin u ishlamayapti. Ilovalarning bir xil miqdori hali saqlanmagan deb sanaladi. va bu bepul dasturlar, nusxa ko'chirilgan himoyalanmagan",0
"Ko'proq ilovalar Barcha ilovalaringiz kabi barcha alohida ilovalar juda ko'p joy va CPUdan foydalanadi, iltimos, ushbu barcha sm oilaviy ilovalarini faqat bitta ilovada to'plang",0
jonli,1
QO'ShIMChI 8 SUPERPHONEYDA QO'YILADIman VA ULARNING XAVFSIZLIGINI ULARNING QO'YIShIMIZ UChUN BILAN BILAN BILAN BILAN BOShQA FUNKTsIYa QILADI.,0
Zo'r Yaxshi mo'ljallangan o'yin. Jumboqga e'tibor qaratadigan oddiy elementlar. Ko'proq davomiyliklar uchun umid.,1
Eng yaxshi ishga tushirgich GREAT,1
"Xayrlashuv yaxshi ishlaydi, men buni juda ko'p vaqt o'ynashim mumkin",1
"Los-Anjelesda 1 marshrutni amalga oshirishimdan oldin o'yin o'yinni davom ettirdi. Ushbu o'yin Sony Xperia telefonlarida, ayniqsa, E1da o'ynash uchun kambag'aldir, shuning uchun men bu imkoniyatni juda tez o'chirib tashlayman. Men xafa bo'ldim",0
Nima uchun ularning loketasi xuddi shu singari turli xil o'yinlarga tushib qolishi mumkin,1
"Vaqt tanlash masalasi Bu foydalanuvchilar bilan do'st va xatoga moyil emas. Bundan tashqari, to'g'ri manzilni tanlaganingizdan keyin ham tasdiqlashni tasdiqlaganingizdan keyin o'zgardi.",0
Zo'r,1
Perfectum ilova silani komandaga gap yuq. Ammo qachon perfectum abonentlari silani xizmatladan foydalana oladi?,1
"Yaxshi Ilova lekin bitta iltimos bor yangiliklar kam yana ozroqgina ko'paytirib, tungi rejim qo'shilsa juda ajoyib ish bo'lar edi.",1
"Ajablanarlisi o'yin ajoyib gameplay zo'r hikoyangiz ajablanarli graphically.thanks, bir oz qisqa kabi ko'rinadi, ehtimol, bu juda yaxshi ish boshqa darajalar qo'shimcha mumkin. S3",1
Sal tezro ishlaydigan qlish kerak,0
"Yaxshi. Siz yuqoridagi kichik bannerni topib, barmog'ingizni skaner qilishingiz kerak",1
"Ijro eta olmaydigan reklamalar tufayli o'ynash mumkin emas, chunki reklamalar yuqoriga ko'tarila boshlaydi. Men hatto birinchi darajali o'yinni o'ynashimdan oldin uni yo'q qilmoqdaman.",0
Horor juda ko'plab hafta nazoratini qo'shmoqda ...,0
"Ingliz tili juda ko'p kulgili bilan juda yaxshi, lekin buni qanday tushunish mumkin emas.",0
Boshqa To'lov usuli Boshqa to'lov usuli qo'shing ...,0
Eng yaxshi o'yin hech qachon Lolni sevardi,1
Ma'lumotlar chiqindisi bunday noto'g'ri ilovalarning nima uchun yaratilganligini bilmayman,0
Alo,1
"facepalm Bu Mini Pianino O'yin emas. Smule'dan farqli o'laroq, har qanday joyga teging, har qanday joyga teging va qo'shiqni ijro eting, bu odamlarga pianino qanday ishlashi kerakligini aytmaydi.",0
Zo'r o'yin,1
"SO'NGI SO'NGGI Men o'yinni yaxshi ko'raman va uning ajoyibligi juda ajoyib, lekin Pouni hammomdan foydalangan bo'lar edim. Ya'ni, chindan ham, bola yoki qizning bo'yanish joyi bo'lganmi, keyin esa bolalar kiyimlarini bilaman, faqat 9 yoshdaman. haqiqat va men nima deb o'ylayman",1
"Xudoning Kalomini o'zgartirishga urinish Ushbu ilovani sevish uchun foydalanilgan, ammo oxirgi yangilanishlardan boshlab, 45 oyatni chiqarib tashlash va undan chiqadigan so'zlar mavjud. Qolgan narsalarga qaramasdan, Xudoning so'zlari hali ham to'g'ridir.",0
"Ayol Tartalya Ha, men ushbu o'yinni o'ynashni yoqtirmoqdaman 63 va men o'z vaqtimni vaqt o'tkazishga harakat qilaman.",1
Pliska avtobus haydovchisi Men uni juda yaxshi ko'raman,1
Barcha yangi filmlar bilan ajoyib dastur. Va uning hammasi bepul. Bravo!,1
"Wtf yangilanishi D pad, nima uchun uni o'zgartirishi juda katta yo'l hisoblanadi, kvadrat Enix mijozlar nima istayotganini bilmaydi",0
GOLD Manimcha yaxshi degan umiddaman,1
FreeCell Jungle Kompyuter bilan bir xil o'yin. Brill bu o'yinni yaxshi ko'raman,1
"Katta NERGGASM, qiziqarli va aqlingizni yaxshilashning ajoyib usuli ... strategiya sevadiganlarning orzulari",1
Eng yaxshi ilovalar J23 - relearning aniqligi uchun ishonadigan yagona dasturdir. J23 har doim eng ko'p ma'lumotga egalik qiladi va ushbu dastur eng yaxshisi,1
dastur  ko'pincha  ishlamay  qoladi  yoki  dastur  to'xtatildi  deb dasturdan  chiqib ketadi,0
Ajoyib,1
ULARNING ENGIShDAN O'ChIRADI,1
Uni sevaman. Men topdigan bu topilma kabi o'yinni topishga harakat qilaman,1
Jirkanch jirkanch dastur faltuuuuuuuuu. Juda juda yomon,0
Awsome o'yin,1
"Qo'shnilarni qo'shish imkoni yo'q, men Facebook orqali bog'lanaman va u Facebook orqali qo'shnilarni qo'shishga ruxsat bermaydi. Buning sababi ba'zi qiyinchiliklarni bajara olmaydi. Uni tuzating yoki men uni o'chirib tashlayman.",0
"Qudratli kuchlar sekinlashadi va havo hujumlarini qaytarishingiz kerak, agar siz ko'proq hirsga ega bo'lmoqchi bo'lsangiz, lekin 2dan ortiq vaqtni tanlashingiz mumkin",0
Smart Baxtli nikoh uchun eng yaxshi dastur va veb-sayt bo'ldi,1
"Yaxshi ilovalar menga juda yoqdi, lekin teshik alifbosi yo'q. Va agar u aslida AZdan bo'lsa, H xatida to'xtaydi.",0
MUQADDAS BERISh UYG'ONIShIDAN QO'LLANILIShIMNI QO'L QILISh UChUN SIZNING SIZNI QO'LLAB-QUVVATLASH UCHUN YO'Q Download,0
"Tasodifiy fonda boshlanadi Oxirgi yangilashdan boshlab, qurilmam kutish holatida bo'lsa ham tasodifiy ovozlarni eshitaman. Orqa fonda ochilganda, u tasodifiy boshlanadi. Avval qo'rqdim.",0
zo'r Daxshat,1
"Yuklab olishingizdan keyin juda yomon siz bu pulga muhtojsiz. Nihoyat, yangi a'zolar uchun ba'zi xizmatlarni taqdim etish juda yomon. Juda yomon va soxta dastur. Bu sizga pls bu ilovani yuklab olmaslikni xabardor qilishdir",0
"Ushbu o'yinni juda yaxshi ko'raman. Bu o'yinni yaxshi ko'raman. Menda so'zlar yo'q, bu qanchalik yaxshi",1
Ajoyib o'yin. Katta hajmdagi o'yin ilovasi. Buni o'ynash yaxshi. Kampaniya yaxshi bilimli tillar bilan bezatilgan. Qiyin va qo'shadi. Mening miyam endi boshimga bir-biriga mos keladigan kosmik trubalarni saralashga kirishdi ...,1
"Fantastic Nihoyat foydali, ishlatish uchun qulay bo'lgan va hatto tonna ma'lumot talab qilmaydigan ilova. Men uni har kuni ishlataman.",1
"Agar yuk bo'lsa, uni yaxshi ko'raman. Nihoyat o'yinda o'ynaydi, keyin esa uni amalga oshiradi. U erda taxminan 30 daqiqa o'tirdim va u yuklamadi. Men uni 5 yulduz bilan to'ldiradi. Menga maslahat bering, men uni o'ynay olaman.",0
"Katta Bu mening 6 oylik chaqalog'im uchun 1-o'yin. U juda ko'p sevadi, u uxlab qolmaguncha telefonga tegib turadi.",1
"HTC EVO LTE Men WTFni ko'ra olmaydigan o'yin uchun pul to'layapmanmi bu sizmi? Va yana tuzatmayman, hech qanday to'lov yo'q, boshqa hech qanday o'yin yo'q, bu o'yin katta bo'lishi uchun foydalandi",0
"Galaxy s6 faol Stories boshlanadi, lekin ular juda kechikadi va men ularni ko'ra olmayapman. Hamma hikoyalarda faqat ayrimlari emas.",0
"Men 2008 yildan buyon ""Go Apps"" dan foydalanganman va ularning har birini yaxshi ko'rganman.",1
"Sevimli fikr, noaniq ilova. Birinchi qo'ng'iroq paytida telefonimga urindi. Hatto o'zi qayta ishga tushirildi",0
O'rgilarni to'plashda xato .. Yangi orbsko'plar hammaga ma'lum.,0
Buni yaxshi ko'rish rahmat,1
"Uni nafratlantirmoq, nafratlanaman, hatto kirolmayman, u chiqib ketadi, keyin qayta urinadi. Yordam bering",0
"Ushbu ilovani o'ynash uchun pul to'lamaganim juda yaxshi, men avval o'ynashim mumkin edi. Lekin uni yangilaganimda, uni ocholmaysiz, iltimos yordam bering.",0
Ushbu o'yinlar boshqaruvi bu o'yinni hech kimga yuklashni ta'qiqlamaydi,0
"Yangi Droid Turbo-da ishlamaydi Ushbu Appning eski versiyasi ajoyib, mening sevimli o'yinim edi. Yangilangan va hozir deyarli zudlik bilan qulaydi.",0
Ajoyib asar,1
"Ushbu yangi yangilanish zo'r ko'rinadi, lekin menga yangilanish imkonini beradi. 2015-yilgi yangilanishni qo'lga kiritgan bo'lsak-da, yana bitta va yana 50 ta darajaga ega bo'lishi kerak",1
"Ko'proq ma'lumot kerak, bu dasturni yanada rivojlantirish kerak, bu haqiqat va 80 ta transport holatini ko'rsatmaydi",0
"So sochlarim irra I ochilgandan so'ng bu qulab tushadi va mening telefonim 2014 yilga qadar sekin oh va shuning uchun sizning SD xotira kartangizga ko'chib o'tishni unutib qo'ysangiz, u yanada ko'proq cho'kadi",0
Ishlamaydi,0
Menejerlik qobiliyatiga ega bo'lmagan martaba rejimi Menejerlik qismi bilan martaba rejimi qayerda Bu menga o'yinni sotib olishimga sabab bo'ldi. Ba'zi soqovli traktorlar bo'ylab harakatlanmaslik kerak,0
"Yordam Har safar men zarbani to'ldirganimda pulni yo'qotib qo'yaman, baxtli quyon emas",0
"Bu ajoyib o'yin, lekin reklamalar yoqmasligi uchun juda ko'p reklamalar mavjud",1
Twivine Siz twivine qilishingiz mumkin,1
"Iltimos, landshaft ko'rinishini yoqing Telefon va planshetlar uchun landshaft rejimiga ruxsat bering. Bizning nuqtai nazarimizni o'zgartirishi uchun sizni majbur qilyapsiz. Ilovangiz ko'rish yo'nalishini ko'ra ekranni o'zgartirishi kerak.",0
Qo'rqoqlikdagi ajoyib o'yin .. sevaman,1
lol 2 nafar kambag'al shouga keladi.,0
 Men hozirgacha o'ynagan eng yomon o'yinni ham nazorat qila olmayman,0
"Blackjack 21 Men soatlab o'ynay olaman va vaqtni yo'qotaman, bu o'yinni yaxshi ko'raman va hatto hech qachon haqiqiy blackjackni o'ynagan bo'lsangiz ham, har kungi o'yinlardan zavq olishingiz mumkin",1
O'rnatilmaydi. Yuklanmaydi.,0
Yaxshi  Yana qo'shimcha funktsiyalar kiritilsa bundanda yaxshi bo'lardi. Mani fikrimcha.,1
"Men uchun juda kamdan-kam holatlarda mantiqiy o'yinlarda o'ynash juda uzoq, lekin uning o'ziga xosligi",1
Ilovanimusiqasi odamni jahlinichiqaradi.,0
Doktor Panda va 3 yoshli nevarali sehr,1
Velosiped racer men yoqdi,1
Qimor o'yinlarini joriy qilmanglar,0
"Uni yaxshi ko'rsam ham, men hatto dasturni sotib olmagan bo'lsam ham dahshatli. Faqat ijobiy bo'lishga harakat qilaman",1
Men bolalarni sevganimdan ham ko'proq sevaman.,1
bu dastur ishlashi qulay ekan,0
"Fantastic Game Ushbu o'yinni yaxshi ko'raman. Juda oson, o'ziga qaram qiladigan ajoyib maket. Menda faqatgina Google'da imzolanadigan muammo bor.",1
Video qo'ng'iroq ko'p MB yeydi ekan\,0
Barmoq izini qulflash ekrani simulyatori juda yaxshi,1
"Men uni juda yomondan nafratlanaman, tezroq va o'lishim juda ko'p emas",0
"Juda oddiy, asosan, HOG bo'lishni tugatdi. Bir necha jumboq juda oddiy va belgilar bilan hech qanday shovqin.",0
Katta o'yin Kids yaxshi ko'raman,1
"Men ilovani sotib olganimdan keyin endi ishlamay qoldi. Video bit tezligi yoki piksellar sonidan qat'i nazar, video ko'rsatilmaydi. Men taslim bo'laman.",0
Jonli oqim yo'q,0
Soibjon,0
Juda zo'r Juda qulay,1
"Eng yomoni, hozirgi kundagi eng yomon Yay IM kabi, bu shafqatsiz shtrix bonusi turidagi dumaloq o'ynashni davom ettirmoqda va men g'alaba qozonganimda, u doimo qulaydi, endi esa men o'ynay olmayman. 0 ga baholagan",0
"Sevgi tashvishlarim, otamga o'z minnatdorchiligini bildiradi, chunki men o'zimning kredit kartamni birinchi marta ishdan chiqarmoqdaman. Mijozimga nima berishim kerak?",1
